USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0 169548  7328 ?        Ss   maj14   5:17 /sbin/init splash
kasper      4028  0.0  0.0 317940  1108 ?        Ssl  maj14   0:01 /usr/libexec/gsd-smartcard
kasper      4029  0.0  0.0 322156  1268 ?        Ssl  maj14   0:01 /usr/libexec/gsd-sound
kasper      4038  0.3  0.7 663300 58844 ?        Sl   maj14  24:21 /usr/share/discord/Discord
kasper      4041  0.0  0.0 387880  1424 ?        Ssl  maj14   0:01 /usr/libexec/gsd-usb-protection
kasper      4043  0.0  0.0 270356  3544 ?        Ssl  maj14   0:03 /usr/libexec/gsd-wacom
kasper      4044  0.0  0.0 317020  2012 ?        Ssl  maj14   0:02 /usr/libexec/gsd-wwan
kasper      4046  0.0  0.0 345232  5012 ?        Ssl  maj14   0:04 /usr/libexec/gsd-xsettings
kasper      4061  0.0  0.0 635428  4364 ?        Sl   maj14   0:02 /usr/libexec/evolution-data-server/evolution-alarm-notify
kasper      4078  0.0  0.0 231792  2792 ?        Sl   maj14   0:00 /usr/libexec/gsd-disk-utility-notify
kasper      4135  0.0  0.0 344908  2268 ?        Sl   maj14   0:00 /usr/libexec/gsd-printer
kasper      4147  0.0  2.5 1789844 201000 ?      Sl   maj14   1:37 /snap/snap-store/433/usr/bin/snap-store --gapplication-service
kasper      4172  0.0  0.0 823632  3056 ?        Ssl  maj14   0:00 /usr/libexec/evolution-addressbook-factory
kasper      4216  0.0  0.0 194964   612 ?        S    maj14   0:00 /usr/share/discord/Discord --type=zygote
kasper      4230  0.0  0.0 194964     0 ?        S    maj14   0:00 /usr/share/discord/Discord --type=zygote
kasper      4310  0.1  0.3 448036 26360 ?        Sl   maj14  11:03 /usr/share/discord/Discord --type=gpu-process --field-trial-handle=3559165894077049182,15792287077275991484,131072 --disable-features=SpareRendererForSitePerProcess --gpu-preferences=KAAAAAAAAAAgAAAgAAAAAAAAYAAAAAAAEAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAA --service-request-channel-token=2197297582195580883
kasper      4316  0.0  0.2 270948 16576 ?        Sl   maj14   0:58 /usr/share/discord/Discord --type=utility --field-trial-handle=3559165894077049182,15792287077275991484,131072 --disable-features=SpareRendererForSitePerProcess --lang=pl --service-sandbox-type=network --service-request-channel-token=14410817124255914545 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
kasper      4479  1.4  2.5 1301696 201000 ?      Sl   maj14  98:22 /usr/share/discord/Discord --type=renderer --autoplay-policy=no-user-gesture-required --field-trial-handle=3559165894077049182,15792287077275991484,131072 --disable-features=SpareRendererForSitePerProcess --lang=pl --app-path=/usr/share/discord/resources/app.asar --no-sandbox --no-zygote --native-window-open --preload=/home/kasper/.config/discord/0.0.10/modules/discord_desktop_core/core.asar/app/mainScreenPreload.js --background-color=#202225 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17532754761339719507 --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
kasper      5398  0.0  0.0 165372  2516 ?        Ssl  maj14   0:00 /usr/libexec/gvfsd-metadata
kasper      6409  0.0  0.0  12024   252 ?        S    maj14   0:00 /bin/bash /usr/bin/brave-browser-stable
kasper      6416  0.0  0.0  10752     0 ?        S    maj14   0:00 cat
kasper      6417  0.0  0.0  10752   208 ?        S    maj14   0:00 cat
kasper      6418  3.8  4.6 2325284 362052 ?      SLl  maj14 250:15 /opt/brave.com/brave/brave
kasper      6571  0.0  0.0 296656  5064 ?        S    maj14   0:00 /opt/brave.com/brave/brave --type=zygote
kasper      6574  0.0  0.0 296656  5660 ?        S    maj14   0:04 /opt/brave.com/brave/brave --type=zygote
kasper      6650  8.9  5.9 1407392 463336 ?      Sl   maj14 586:25 /opt/brave.com/brave/brave --type=gpu-process --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAACAAAAAAAAAA= --shared-files
kasper      6656  1.2  0.7 448312 56588 ?        SLl  maj14  82:54 /opt/brave.com/brave/brave --type=utility --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --service-sandbox-type=network --disable-webrtc-apm-in-audio-service --shared-files
kasper      6679  0.0  0.1 331340  8968 ?        Sl   maj14   0:53 /opt/brave.com/brave/brave --type=utility --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --no-sandbox --disable-webrtc-apm-in-audio-service --shared-files
kasper      6681  0.0  0.0 338020  6988 ?        Sl   maj14   0:01 /opt/brave.com/brave/brave --type=utility --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --service-sandbox-type=utility --disable-webrtc-apm-in-audio-service --shared-files
kasper      6704  0.0  0.0 330420  4900 ?        Sl   maj14   0:14 /opt/brave.com/brave/brave --type=service
kasper      6854  0.1  0.9 4710340 77060 ?       Sl   maj14   7:25 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --extension-process --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --shared-files
kasper      6934  0.2  0.2 4614352 17456 ?       Sl   maj14  18:18 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --extension-process --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files
kasper      6975  0.2  1.2 4730224 94580 ?       Sl   maj14  15:01 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --extension-process --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=8 --no-v8-untrusted-code-mitigations --shared-files
kasper      7879  0.0  0.0 458416  7060 ?        Sl   maj14   0:15 update-notifier
kasper     86945  0.0  0.0 947916  4644 ?        SLl  maj14   0:02 /usr/bin/seahorse --gapplication-service
kasper     86947  0.0  0.0 708236  4992 ?        Sl   maj14   0:07 /usr/bin/gnome-calendar --gapplication-service
kasper     87116  0.0  0.0 317116  2492 ?        Sl   maj14   0:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
kasper     87198  0.0  0.0 317692  2204 ?        Sl   maj14   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
root      137622  0.0  0.0      0     0 ?        S<   maj14   0:00 [loop26]
kasper    229807  0.0  0.0 282796  2644 ?        Sl   maj14   0:00 /usr/libexec/gvfsd-http --spawner :1.3 /org/gtk/gvfs/exec_spaw/4
root      450499  0.0  0.0      0     0 ?        S<   maj15   0:02 [loop27]
kasper    634323  0.0  0.5 4628716 45260 ?       Sl   maj15   1:23 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=534 --no-v8-untrusted-code-mitigations --shared-files
root      675432  0.0  0.0      0     0 ?        S<   maj15   0:00 [loop1]
kasper   1340513  0.2  1.2 4840784 96596 ?       Sl   maj16   6:47 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=977 --no-v8-untrusted-code-mitigations --shared-files
kasper   1359919  0.0  0.0  43968  2388 ?        Ss   maj16   0:00 /usr/lib/bluetooth/obexd
root     1454144  0.0  0.0      0     0 ?        S    maj16   0:00 [irq/46-mei_me]
kasper   1631729  0.0  0.0 319464  6024 ?        Sl   maj17   0:04 /usr/libexec/gvfsd-recent --spawner :1.3 /org/gtk/gvfs/exec_spaw/5
kasper   1635858  0.5  3.3 9181168 262496 ?      Sl   maj17  13:36 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1172 --no-v8-untrusted-code-mitigations --shared-files
kasper   1684139  0.3  1.8 4852072 145240 ?      Sl   maj17   8:23 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1269 --no-v8-untrusted-code-mitigations --shared-files
kasper   1712718  0.1  1.1 2909352 93720 ?       Sl   maj17   2:16 /snap/qownnotes/6085/usr/bin/QOwnNotes -style=Breeze --snap
kasper   1720434  0.3  1.1 4679028 93956 ?       Sl   maj17   7:34 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1346 --no-v8-untrusted-code-mitigations --shared-files
kasper   1741110  0.4  2.5 9012180 202712 ?      Sl   maj17   9:57 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1396 --no-v8-untrusted-code-mitigations --shared-files
kasper   1792676  0.1  3.4 5053912 274440 ?      Sl   maj17   3:25 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1471 --no-v8-untrusted-code-mitigations --shared-files
kasper   1884857  0.9  1.3 4785672 102920 ?      Sl   maj17  16:43 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1591 --no-v8-untrusted-code-mitigations --shared-files
kasper   1886504  0.1  1.1 4877716 92052 ?       Sl   maj17   2:45 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1593 --no-v8-untrusted-code-mitigations --shared-files
kasper   1894301  0.0  1.0 4680300 83136 ?       Sl   maj17   0:56 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1607 --no-v8-untrusted-code-mitigations --shared-files
root     2063980  0.0  0.0  30908  3448 ?        Ss   00:00   0:00 /usr/sbin/cupsd -l
root     2063981  0.0  0.0 180612  5196 ?        Ssl  00:00   0:00 /usr/sbin/cups-browsed
kasper   2216406  5.1  4.4 5096084 345336 ?      Sl   07:57  43:21 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1781 --no-v8-untrusted-code-mitigations --shared-files
kasper   2228657  9.2  0.6 455416 48984 ?        Rl   08:26  75:18 /opt/brave.com/brave/brave --type=utility --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --service-sandbox-type=cdm --disable-webrtc-apm-in-audio-service --tor-executable-path=tor-0.3.5.10-linux-brave-0 --shared-files
kasper   2336211  0.2  1.4 4772764 115932 ?      Sl   13:02   1:35 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1819 --no-v8-untrusted-code-mitigations --shared-files
kasper   2349379  0.3  1.4 4728772 110920 ?      Sl   13:34   1:58 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1833 --no-v8-untrusted-code-mitigations --shared-files
root     2446571  0.0  0.0      0     0 ?        S<   17:15   0:00 [loop28]
root     2449168  0.1  0.0      0     0 ?        I<   17:20   0:31 [kworker/u17:2-rb_allocator]
root     2510538  0.0  0.0      0     0 ?        I<   19:10   0:01 [kworker/1:0H-events_highpri]
root     2565383  0.0  0.0      0     0 ?        I<   20:46   0:00 [kworker/1:1H-events_highpri]
root     2569524  0.0  0.0      0     0 ?        I<   20:52   0:00 [kworker/3:0H-events_highpri]
root     2573895  0.0  0.0      0     0 ?        I<   20:59   0:00 [kworker/0:0H-events_highpri]
root     2575364  0.0  0.0      0     0 ?        I<   21:02   0:00 [kworker/3:2H-events_highpri]
root     2577811  0.0  0.0      0     0 ?        I<   21:06   0:00 [kworker/2:2H-events_highpri]
root     2579495  0.0  0.0      0     0 ?        I<   21:09   0:00 [kworker/0:1H-events_highpri]
root     2582159  0.0  0.0      0     0 ?        I    21:15   0:02 [kworker/u16:1-events_unbound]
root     2584223  0.0  0.0      0     0 ?        I    21:21   0:02 [kworker/u16:2-i915]
root     2586313  0.0  0.0      0     0 ?        I<   21:25   0:00 [kworker/2:0H-events_highpri]
root     2588777  0.0  0.0      0     0 ?        I    21:30   0:00 [kworker/0:0-events]
root     2591220  0.1  0.0      0     0 ?        I    21:35   0:01 [kworker/u16:5-phy0]
root     2593528  0.2  0.0      0     0 ?        I    21:41   0:03 [kworker/2:0-events]
root     2593574  0.1  0.0      0     0 ?        I    21:41   0:01 [kworker/u16:0-events_unbound]
root     2593937  0.2  0.0      0     0 ?        I<   21:42   0:03 [kworker/u17:0-hci0]
root     2596708  0.0  0.0      0     0 ?        I    21:47   0:00 [kworker/1:0-events]
root     2596855  0.0  0.0      0     0 ?        I    21:47   0:00 [kworker/3:0-events]
root     2598067  0.0  0.0      0     0 ?        I    21:50   0:00 [kworker/0:2-events]
root     2599050  0.3  0.0      0     0 ?        I    21:52   0:01 [kworker/2:2-events]
root     2599096  0.0  0.0      0     0 ?        I    21:52   0:00 [kworker/3:2-events]
kasper   2599228  1.7  2.4 3119960 193048 ?      Sl   21:53   0:09 /usr/lib/thunderbird/thunderbird
root     2599233  0.0  0.0      0     0 ?        I    21:53   0:00 [kworker/1:2-events]
root     2599672  0.0  0.0      0     0 ?        I<   21:53   0:00 [kworker/u17:1-rb_allocator]
kasper   2600501  2.0  1.9 4727576 149700 ?      Sl   21:55   0:08 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=2068 --no-v8-untrusted-code-mitigations --shared-files
root     2601343  0.0  0.0      0     0 ?        I    21:57   0:00 [kworker/0:1-events]
root     2601348  0.1  0.0      0     0 ?        I    21:57   0:00 [kworker/u16:3-events_unbound]
kasper   2601501  4.2  1.7 4703620 135160 ?      Sl   21:58   0:10 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=2071 --no-v8-untrusted-code-mitigations --shared-files
root     2601512  0.2  0.0      0     0 ?        I    21:58   0:00 [kworker/2:1-events]
root     2602002  0.0  0.0      0     0 ?        I    21:59   0:00 [kworker/1:1-events]
kasper   2602167  1.6  1.3 4661632 106616 ?      Sl   21:59   0:02 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=2072 --no-v8-untrusted-code-mitigations --shared-files
root     2602395  0.0  0.0      0     0 ?        I    21:59   0:00 [kworker/2:3]
kasper   2602821  0.0  0.4 4585416 36500 ?       Sl   22:00   0:00 /opt/brave.com/brave/brave --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=10654702399363234097,259439965844828658,131072 --enable-features=AutoupgradeMixedContent,DnsOverHttps,MixedContentSiteSetting,PassiveMixedContentWarning,PasswordImport,SimplifyHttpsIndicator,WebUIDarkMode --disable-features=AllowPopupsDuringPageUnload,AudioServiceOutOfProcess,AutofillServerCommunication,LookalikeUrlNavigationSuggestionsUI,NotificationTriggers,SmsReceiver,TextFragmentAnchor,VideoPlaybackQuality --lang=pl --enable-auto-reload --brave_session_token=15528817084281677411 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=2082 --no-v8-untrusted-code-mitigations --shared-files
root     2603034  0.0  0.0      0     0 ?        I    22:01   0:00 [kworker/3:1-events]
kasper   2603181  1.9  0.4 959048 36140 ?        Ssl  22:01   0:00 /usr/libexec/gnome-terminal-server
kasper   2603195  0.1  0.0  13536  4312 pts/0    Ss   22:01   0:00 bash
root     2603237  0.0  0.0      0     0 ?        S<   22:01   0:00 [z_rd_iss]
root     2603513  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603516  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603517  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603518  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603521  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603522  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603524  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
